,transaction_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,transaction_year,transaction_month,transaction_day,address,postcode,state,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
1071,1072,2017-11-09,,Approved,Solex,Standard,low,medium,945.04,507.58,40784.0,2017,November,Thursday,44 Ramsey Road,2515,New South Wales,9,Curt,Petrello,Male,60,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,65.0,60s
1072,1073,2017-04-05,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,2017,April,Wednesday,12764 Raven Plaza,4020,QLD,7,Elbertina,Donne,Female,77,Associate Professor,,Affluent Customer,N,Yes,7.0,43.0,40s
1073,1074,2017-04-05,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35560.0,2017,April,Wednesday,356 Petterle Way,2193,New South Wales,9,Griswold,Juett,Male,43,Accounting Assistant IV,,High Net Worth,N,Yes,18.0,48.0,40s
1074,1075,2017-09-04,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,2017,September,Monday,2827 Fallview Lane,2064,New South Wales,9,Cullin,Elcoate,Male,26,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,55.0,50s
1075,1076,2017-03-04,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0,2017,March,Saturday,7 Del Sol Road,4220,QLD,9,Siegfried,Trattles,Male,33,Pharmacist,Health,Affluent Customer,N,No,2.0,22.0,20s
1076,1077,2017-06-10,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37220.0,2017,June,Saturday,05415 Basil Junction,2450,New South Wales,8,Sheba,Este,Female,8,,Telecommunications,Mass Customer,N,Yes,18.0,67.0,60s
1077,1078,2017-05-11,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145.0,2017,May,Thursday,09 Warbler Court,4152,QLD,9,Abe,Pilley,Male,69,Executive Secretary,Manufacturing,Mass Customer,N,No,20.0,46.0,40s
1078,1079,2017-04-28,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,2017,April,Friday,847 David Hill,4035,QLD,8,Dennie,L' Anglois,Male,70,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18.0,45.0,40s
1079,1080,2017-09-19,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,2017,September,Tuesday,24596 Hoepker Avenue,2322,New South Wales,4,Monah,Talbot,Female,70,Speech Pathologist,Property,Mass Customer,N,Yes,2.0,23.0,20s
1080,1081,2017-03-22,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,2017,March,Wednesday,75 Mesta Hill,4509,QLD,7,Marga,Cradduck,Female,25,Social Worker,Health,Mass Customer,N,No,16.0,37.0,30s
1081,1082,2017-09-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193.0,2017,September,Tuesday,7258 Mandrake Terrace,3138,Victoria,9,Guinevere,Kelby,Unknown,90,Financial Analyst,Financial Services,Mass Customer,N,Yes,,,
1082,1083,2017-04-11,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,2017,April,Tuesday,84741 Scoville Terrace,3029,Victoria,5,Chadd,Fowlds,Male,46,VP Product Management,,Affluent Customer,N,No,1.0,26.0,20s
1083,1084,2017-01-08,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,2017,January,Sunday,04328 Rowland Plaza,3441,Victoria,9,Serena,Jagson,Female,54,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0,29.0,20s
1084,1085,2017-12-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0,2017,December,Tuesday,332 Maywood Crossing,3136,Victoria,9,Lucho,Strafen,Male,4,Internal Auditor,Health,Mass Customer,N,No,8.0,47.0,40s
1085,1086,2017-10-11,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,2017,October,Wednesday,6026 Graceland Crossing,2121,New South Wales,11,Ezechiel,Parnall,Male,84,Statistician IV,Property,Mass Customer,N,Yes,4.0,33.0,30s
1086,1087,2017-10-21,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693.0,2017,October,Saturday,0 Fremont Court,3023,Victoria,7,Lian,Madrell,Female,39,Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0,43.0,40s
1087,1088,2017-07-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,2017,July,Friday,5515 Artisan Center,3337,Victoria,3,Andy,Polgreen,Female,19,Design Engineer,,High Net Worth,N,Yes,3.0,33.0,30s
1088,1089,2017-06-30,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,2017,June,Friday,0 Nevada Pass,2216,New South Wales,10,Korney,Hess,Female,90,Product Engineer,Property,Affluent Customer,N,No,12.0,34.0,30s
1089,1090,2017-08-26,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,2017,August,Saturday,06 Heffernan Junction,4074,QLD,7,Lorettalorna,,Female,15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17.0,47.0,40s
1090,1091,2017-02-10,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41345.0,2017,February,Friday,04 Onsgard Center,2101,New South Wales,9,Keith,Housden,Male,19,,Health,Mass Customer,N,No,15.0,43.0,40s
1091,1092,2017-12-21,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,2017,December,Thursday,37 Division Way,2153,New South Wales,9,Katlin,Creddon,Female,56,VP Quality Control,Retail,Mass Customer,N,No,5.0,87.0,80s
1092,1093,2017-01-28,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0,2017,January,Saturday,9623 Fisk Plaza,2164,New South Wales,8,Clarita,Penright,Female,63,Business Systems Development Analyst,,Affluent Customer,N,No,5.0,26.0,20s
1093,1094,2017-08-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052.0,2017,August,Tuesday,9419 Homewood Way,2160,New South Wales,9,Shaughn,Salters,Male,48,Dental Hygienist,Health,High Net Worth,N,No,19.0,47.0,40s
1094,1095,2017-04-10,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,2017,April,Monday,26349 Spaight Junction,2756,New South Wales,8,Emelda,Gerler,Female,2,Project Manager,Health,Mass Customer,N,No,6.0,64.0,60s
1095,1096,2017-01-30,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,2017,January,Monday,1063 Forest Avenue,4510,QLD,3,Jakie,Mungham,Male,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0,53.0,50s
1096,1097,2017-08-01,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33888.0,2017,August,Tuesday,548 Dahle Lane,2075,New South Wales,11,Gwenora,Grabbam,Female,71,Engineer II,Financial Services,Mass Customer,N,Yes,18.0,55.0,50s
1097,1098,2017-07-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,2017,July,Thursday,4 Barby Road,2647,New South Wales,3,Maure,Crow,Female,99,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0,34.0,30s
1098,1099,2017-03-15,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,2017,March,Wednesday,258 Luster Court,2154,New South Wales,10,Jarrett,Maffia,Male,12,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11.0,48.0,40s
1099,1100,2017-03-20,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017,March,Monday,22669 Lien Center,2565,New South Wales,6,Cord,Braundt,Male,59,Engineer I,Manufacturing,Mass Customer,N,No,15.0,40.0,40s
1100,1101,2017-05-01,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,2017,May,Monday,9 Autumn Leaf Court,2731,New South Wales,4,Haily,McWilliams,Female,76,Senior Editor,,Mass Customer,N,No,15.0,54.0,50s
1101,1102,2017-04-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,35667.0,2017,April,Monday,9 Superior Plaza,3185,Victoria,11,Stephana,Puzey,Female,16,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15.0,46.0,40s
1102,1103,2017-10-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,2017,October,Tuesday,86603 Dexter Road,2164,New South Wales,9,Glynnis,Sailor,Female,76,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0,45.0,40s
1103,1104,2017-05-23,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42218.0,2017,May,Tuesday,8 Ridgeview Park,2323,New South Wales,5,Jewelle,Pincott,Female,82,Programmer III,Retail,Mass Customer,N,No,8.0,63.0,60s
1104,1105,2017-02-05,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017,February,Sunday,4754 Ramsey Junction,3130,Victoria,9,Sherman,McCusker,Male,39,General Manager,,Mass Customer,N,No,18.0,33.0,30s
1105,1106,2017-06-20,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,2017,June,Tuesday,9 Dayton Alley,3757,Victoria,7,Sibyl,Bigmore,Female,2,Software Consultant,Retail,Mass Customer,N,No,15.0,60.0,60s
1106,1107,2017-08-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,2017,August,Tuesday,08 Carey Center,3284,Victoria,6,Maridel,Whitby,Female,70,Social Worker,Health,High Net Worth,N,No,18.0,48.0,40s
1107,1108,2017-07-28,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146.0,2017,July,Friday,915 Thackeray Junction,2204,New South Wales,11,Ginnie,Farriar,Female,86,Dental Hygienist,Health,Mass Customer,N,No,17.0,61.0,60s
1108,1109,2017-02-22,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0,2017,February,Wednesday,515 3rd Road,2037,New South Wales,12,Nestor,Billingsley,Male,21,Web Developer II,Entertainment,High Net Worth,N,No,6.0,33.0,30s
1109,1110,2017-05-11,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533.0,2017,May,Thursday,184 Roth Pass,4211,QLD,7,Lazar,Cherryman,Male,73,Information Systems Manager,Retail,High Net Worth,N,No,12.0,32.0,30s
1110,1111,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,2017,July,Sunday,84 Porter Alley,2153,New South Wales,10,Zach,Maynard,Male,96,Director of Sales,,High Net Worth,N,Yes,18.0,63.0,60s
1111,1112,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,2017,September,Monday,79494 Ruskin Circle,2527,New South Wales,9,Jarrett,Chiplin,Male,25,,,Mass Customer,N,Yes,13.0,42.0,40s
1112,1113,2017-12-19,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,35667.0,2017,December,Tuesday,98 Schiller Junction,2747,New South Wales,9,Dorie,Willock,Male,45,Recruiter,Property,Mass Customer,N,No,6.0,30.0,30s
1113,1114,2017-02-25,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,2017,February,Saturday,20519 Katie Circle,2152,New South Wales,8,Evonne,Southan,Female,96,Structural Engineer,Retail,Mass Customer,N,No,14.0,46.0,40s
1114,1115,2017-03-27,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,2017,March,Monday,2273 Oneill Place,2118,New South Wales,11,Merola,Stutard,Female,33,Account Coordinator,,High Net Worth,N,Yes,17.0,53.0,50s
1115,1116,2017-08-28,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42458.0,2017,August,Monday,03 6th Alley,2168,New South Wales,9,Tori,Coche,Female,59,Assistant Manager,Health,Mass Customer,N,Yes,16.0,48.0,40s
1116,1117,2017-12-01,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,2017,December,Friday,8548 Hanover Park,2067,New South Wales,11,Georgena,Guilaem,Female,83,Quality Engineer,,Affluent Customer,N,No,14.0,47.0,40s
1117,1118,2017-05-15,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39298.0,2017,May,Monday,4079 Lindbergh Center,3021,Victoria,8,Colline,Coulman,Female,95,Sales Representative,Retail,Mass Customer,N,Yes,9.0,47.0,40s
1118,1119,2017-04-11,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,36145.0,2017,April,Tuesday,338 Grasskamp Lane,2573,New South Wales,7,Lemmy,Bennit,Male,43,,Entertainment,Mass Customer,N,Yes,19.0,46.0,40s
1119,1120,2017-05-23,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,2017,May,Tuesday,0355 3rd Drive,2118,New South Wales,11,Jacquelyn,Rowlinson,Female,87,Web Developer IV,Retail,Affluent Customer,N,No,12.0,42.0,40s
1120,1121,2017-03-04,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,2017,March,Saturday,0182 Esker Center,2759,New South Wales,9,Dione,Raithby,Female,30,Registered Nurse,Health,Mass Customer,N,Yes,3.0,39.0,30s
1121,1122,2017-06-11,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41701.0,2017,June,Sunday,48 Sheridan Road,3185,Victoria,11,Gerladina,Carney,Female,59,,,Mass Customer,N,No,11.0,37.0,30s
1122,1123,2017-02-01,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,2017,February,Wednesday,1879 Mitchell Center,2206,New South Wales,10,Dominick,Downey,Male,50,,Property,Mass Customer,N,No,13.0,60.0,60s
1123,1124,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,2017,August,Wednesday,81114 7th Place,4869,QLD,4,Eben,Threader,Male,36,Health Coach III,Health,Affluent Customer,N,Yes,9.0,58.0,50s
1124,1125,2017-04-07,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,36334.0,2017,April,Friday,1 Nevada Park,4226,QLD,8,Raff,Everley,Male,25,Software Test Engineer III,IT,Affluent Customer,N,No,9.0,33.0,30s
1125,1126,2017-12-25,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0,2017,December,Monday,6 Buell Point,2062,New South Wales,12,Atlante,Sonley,Female,77,Executive Secretary,,Mass Customer,N,No,14.0,49.0,40s
1126,1127,2017-08-15,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017,August,Tuesday,4284 Debra Drive,4814,QLD,3,Elly,Ormshaw,Female,30,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8.0,32.0,30s
1127,1128,2017-02-21,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,2017,February,Tuesday,8 Hansons Street,3076,Victoria,7,Kirsten,Longman,Female,47,Financial Advisor,Financial Services,Mass Customer,N,Yes,8.0,31.0,30s
1128,1129,2017-09-27,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,34527.0,2017,September,Wednesday,7674 Roxbury Junction,4815,QLD,4,Hercule,,Male,2,VP Marketing,Entertainment,Mass Customer,N,Yes,9.0,45.0,40s
1129,1130,2017-10-23,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,2017,October,Monday,771 Sugar Way,2076,New South Wales,11,Juli,Prine,Female,90,Sales Associate,,Mass Customer,N,No,16.0,58.0,50s
1130,1131,2017-03-09,0.0,Approved,,,,,605.54,,,2017,March,Thursday,1792 Judy Road,2539,New South Wales,6,Sigmund,Barkworth,Male,16,VP Marketing,,Mass Customer,N,No,15.0,66.0,60s
1131,1132,2017-04-27,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,2017,April,Thursday,92 Melvin Hill,2147,New South Wales,9,Coriss,Darkott,Female,99,Actuary,Financial Services,Affluent Customer,N,Yes,9.0,37.0,30s
1132,1133,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,35455.0,2017,January,Saturday,592 Merry Lane,3184,Victoria,3,Forrester,McFetridge,Male,88,,Manufacturing,Affluent Customer,N,No,6.0,55.0,50s
1133,1134,2017-02-27,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,2017,February,Monday,6 Dapin Park,4503,QLD,6,Sullivan,Scullion,Male,22,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3.0,28.0,20s
1134,1135,2017-08-20,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34556.0,2017,August,Sunday,03 Holmberg Park,4127,QLD,2,Mireielle,Avrasin,Female,60,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11.0,43.0,40s
1135,1136,2017-12-22,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,2017,December,Friday,8587 Graceland Way,2206,New South Wales,10,Ivan,Blackhall,Male,72,Executive Secretary,Property,High Net Worth,N,No,7.0,45.0,40s
1136,1137,2017-04-11,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017,April,Tuesday,91 Messerschmidt Trail,3162,Victoria,11,Jermayne,Hryniewicki,Male,46,Business Systems Development Analyst,,Mass Customer,N,No,18.0,45.0,40s
1137,1138,2017-08-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482.0,2017,August,Friday,5998 Bayside Terrace,2526,New South Wales,9,Elli,Loxdale,Female,77,Statistician I,Retail,Mass Customer,N,Yes,5.0,31.0,30s
1138,1139,2017-04-18,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533.0,2017,April,Tuesday,107 Moland Court,2579,New South Wales,5,Shellysheldon,Wickey,Male,52,Editor,Manufacturing,Mass Customer,N,Yes,16.0,40.0,40s
1139,1140,2017-08-28,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37220.0,2017,August,Monday,4439 7th Terrace,2177,New South Wales,9,Deana,Rathbourne,Female,32,Executive Secretary,,Mass Customer,N,Yes,13.0,37.0,30s
1140,1141,2017-08-04,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,40649.0,2017,August,Friday,2272 Dennis Alley,3165,Victoria,10,Shannah,Gritsaev,Female,70,,Financial Services,High Net Worth,N,Yes,4.0,41.0,40s
1141,1142,2017-09-19,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,2017,September,Tuesday,0 Scofield Plaza,3201,Victoria,4,Michal,Paiton,Male,95,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2.0,25.0,20s
1142,1143,2017-05-02,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,2017,May,Tuesday,51152 Brickson Park Crossing,2768,New South Wales,9,Goraud,Boissieux,Male,64,Office Assistant IV,Health,Mass Customer,N,Yes,6.0,68.0,60s
1143,1144,2017-09-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784.0,2017,September,Thursday,4668 Coleman Street,2160,New South Wales,5,Damon,Phelip,Male,73,Environmental Specialist,Health,High Net Worth,N,Yes,5.0,26.0,20s
1144,1145,2017-10-18,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,2017,October,Wednesday,8 Moland Junction,2148,New South Wales,7,Korella,Begin,Female,80,,Property,Mass Customer,N,Yes,14.0,57.0,50s
1145,1146,2017-08-04,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36146.0,2017,August,Friday,1 Raven Junction,4502,QLD,4,Hadleigh,Birley,Male,88,Assistant Professor,Financial Services,High Net Worth,N,No,8.0,30.0,30s
1146,1147,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,2017,March,Tuesday,40570 Acker Alley,2166,New South Wales,9,Tate,Studholme,Male,71,Health Coach II,Entertainment,High Net Worth,N,Yes,9.0,54.0,50s
1147,1148,2017-11-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,2017,November,Tuesday,893 Petterle Trail,4551,QLD,10,Inigo,Ojeda,Male,60,Statistician IV,Financial Services,High Net Worth,N,No,5.0,35.0,30s
1148,1149,2017-07-12,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36361.0,2017,July,Wednesday,84 Monument Terrace,4127,QLD,4,Ki,Odo,Female,29,Developer III,,Affluent Customer,N,Yes,14.0,55.0,50s
1149,1150,2017-03-06,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996.0,2017,March,Monday,0103 Bay Junction,2222,New South Wales,11,Bernelle,Warwick,Female,64,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13.0,47.0,40s
1150,1151,2017-08-31,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,2017,August,Thursday,9618 Havey Place,2710,New South Wales,1,Brena,Amburgy,Female,27,VP Product Management,Argiculture,High Net Worth,N,Yes,19.0,58.0,50s
1151,1152,2017-10-18,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,36498.0,2017,October,Wednesday,098 Veith Hill,4510,QLD,3,Humfrid,Ducket,Male,47,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3.0,24.0,20s
1152,1153,2017-01-03,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,2017,January,Tuesday,03058 Shoshone Lane,2090,New South Wales,12,Mirilla,Lothlorien,Female,53,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,28.0,20s
1153,1154,2017-11-27,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,2017,November,Monday,7975 Browning Plaza,3038,Victoria,4,Chase,Youd,Male,26,Research Nurse,Health,Mass Customer,N,Yes,20.0,48.0,40s
1154,1155,2017-01-03,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,2017,January,Tuesday,154 Cambridge Point,3551,Victoria,8,Janetta,Hartrick,Female,73,VP Marketing,Property,Mass Customer,N,Yes,9.0,29.0,20s
1155,1156,2017-04-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,2017,April,Tuesday,3 Sachs Point,2250,New South Wales,7,Breena,Risebrow,Female,22,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1.0,25.0,20s
1156,1157,2017-02-17,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,2017,February,Friday,0386 Mayfield Way,4122,QLD,7,Saunder,Camerati,Male,69,Research Nurse,Health,Affluent Customer,N,Yes,17.0,49.0,40s
1157,1158,2017-05-14,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,2017,May,Sunday,24 Merchant Plaza,3031,Victoria,10,Butch,Geertje,Male,85,Senior Quality Engineer,,Mass Customer,N,Yes,19.0,38.0,30s
1158,1159,2017-11-11,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,2017,November,Saturday,353 Oneill Park,3145,Victoria,9,Elbert,Bridgement,Male,94,Librarian,Entertainment,Mass Customer,N,No,1.0,30.0,30s
1159,1160,2017-12-15,,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,2017,December,Friday,92867 Lukken Lane,3142,Victoria,9,Trisha,Nisuis,Female,98,Speech Pathologist,IT,Affluent Customer,N,No,10.0,58.0,50s
1160,1161,2017-04-02,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0,2017,April,Sunday,11 Corscot Plaza,2710,New South Wales,1,Sibylle,Cutsforth,Female,86,Senior Quality Engineer,Retail,Mass Customer,N,No,15.0,46.0,40s
